idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,USD
3740,11a43a59-17ce-46f3-aa3d-a7b3ea5b5ca4,USER__098,2024-10-09,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,9361.51,10.72,50.53,39,Credit Card,Successful,MERCH_0333,Android,Urban,112.46676
3741,337b865f-d755-432b-a6ca-d35f579b9549,USER__182,2024-12-23,Grocery Shopping,Whole Wheat Atta,Nature's Basket,8190.88,5.24,71.7,297,UPI,Successful,MERCH_0701,iOS,Suburban,98.35344
3742,5af0a35c-fecc-4fff-a024-4c88595f9760,USER__183,2024-12-09,Electricity Bill,Industrial Bill,Tata Power,5242.27,13.22,24.3,571,Wallet Balance,Successful,MERCH_0900,Android,Suburban,63.06588000000001
3743,aef12881-0341-43b5-913c-bcc4b712a831,USER__066,2024-10-21,Water Bill,Commercial Property,Bangalore Water Supply,4777.0,17.7,32.18,251,Bank Transfer,Successful,MERCH_0235,Android,Urban,57.5364
3744,5b71ab70-c069-4bc8-b996-47d9e9f43ccb,USER__092,2024-12-05,Flight Booking,Bangalore to Kolkata,Yatra,4625.36,35.42,91.54,249,Credit Card,Successful,MERCH_0390,Android,Urban,55.929359999999996
3745,12a2ce22-9422-4a82-9903-51fe895cc2de,USER__184,2024-09-13,Internet Bill,Broadband 50Mbps Plan,Jio Fiber,3546.18,49.7,17.05,512,Wallet Balance,Successful,MERCH_0131,Android,Urban,43.15056
3746,6f3ba961-9642-41c5-90cc-9f998b042b2e,USER__042,2024-12-03,Mobile Recharge,Annual Plan 2999,BSNL,2906.06,46.78,7.37,937,Debit Card,Successful,MERCH_0276,Android,Suburban,35.43408
3748,648ad372-0627-4290-986b-81778878e219,USER__087,2024-09-30,Grocery Shopping,Refined Sunflower Oil,Nature's Basket,1057.66,35.39,79.74,770,Credit Card,Successful,MERCH_0758,Android,Urban,13.116600000000002
3749,b6854ba9-2671-4aef-af04-b66a27ff5438,USER__088,2024-10-02,Gas Bill,Commercial Gas Connection,Indraprastha Gas,2423.96,42.22,57.83,79,Credit Card,Successful,MERCH_0914,Android,Rural,29.59416
3750,1239a160-4317-4fda-b2a6-9f59aabff338,USER__012,2024-09-26,Mobile Recharge,Prepaid Plan 399,Idea,8846.85,28.3,72.0,394,Debit Card,Successful,MERCH_0677,Android,Urban,106.5018
3751,08b1ca3d-bebd-414a-b91a-a4a0f48afa79,USER__012,2024-11-06,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,1393.15,17.18,25.55,125,Bank Transfer,Successful,MERCH_0058,iOS,Urban,16.92396
3752,05585838-662a-4f37-bef5-fd2e165d73e4,USER__192,2024-12-13,Mobile Recharge,Prepaid Plan 399,Idea,4275.27,31.21,77.86,385,Debit Card,Successful,MERCH_0666,Android,Urban,51.677760000000006
3753,f7282827-d51b-46c7-b445-c5d0e070dd53,USER__004,2024-11-15,Food Delivery,Butter Chicken,Swiggy,1193.02,31.58,64.83,24,Credit Card,Successful,MERCH_0154,Android,Urban,14.6952
3754,db349a47-f129-4e75-9124-5bb1d551149a,USER__076,2024-10-19,Hotel Booking,Dormitory Bed,Fab Hotels,236.43,42.98,50.34,434,Credit Card,Successful,MERCH_0854,Android,Suburban,3.3529200000000006
3755,ce8130a9-d091-4c70-af21-5f6fc6c9c7d0,USER__115,2024-11-27,Food Delivery,Butter Chicken,Foodpanda,5310.74,3.2,84.52,509,Credit Card,Successful,MERCH_0751,Web,Urban,63.76728
3756,cdd1a513-8175-42a8-a595-7ce6cbb91ceb,USER__098,2024-09-03,Mobile Recharge,Data Pack 50GB,Idea,8026.0,39.78,78.62,393,Bank Transfer,Successful,MERCH_0227,Android,Urban,96.78936
3757,ab9e71e2-6cb6-4bec-8569-7b698eec248b,USER__061,2024-09-16,Online Shopping,Smart LED TV,Snapdeal,9032.14,39.67,66.42,741,Debit Card,Successful,MERCH_0080,iOS,Suburban,108.86171999999999
3758,114559e0-4808-419d-88aa-6f9a35d5d4d1,USER__030,2025-01-04,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,7641.92,23.49,88.1,837,UPI,Successful,MERCH_0678,Android,Urban,91.98492
3759,7f8d7174-d6bb-4df8-b6bb-ea0b0ffb58c6,USER__112,2024-12-17,Streaming Service,Premium Plan,ZEE5,5414.56,14.04,63.95,840,Wallet Balance,Successful,MERCH_0791,Android,Urban,65.14320000000001
3760,37fd0d6d-0643-4aad-949b-b0176402d16f,USER__103,2024-10-20,Gaming Credits,Legendary Weapon,Minecraft,6399.01,18.2,89.77,651,Wallet Balance,Successful,MERCH_0368,Android,Urban,77.00652000000001
3761,41807df5-db00-428a-8f79-fa19776676c8,USER__140,2024-12-29,Gaming Credits,Premium Skin,Minecraft,6314.28,36.48,6.59,862,Credit Card,Successful,MERCH_0642,iOS,Urban,76.20912
3762,383afb10-fc92-4610-b84e-9fa1357143fa,USER__067,2024-09-01,Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,7529.19,13.34,47.9,690,Bank Transfer,Successful,MERCH_0679,Android,Rural,90.51036
3763,122f29a3-8309-42b3-a472-65ed9ff53da3,USER__126,2024-09-17,Gas Bill,Auto LPG,Adani Gas,7030.37,35.67,46.92,834,Bank Transfer,Successful,MERCH_0234,iOS,Urban,84.79248
3764,0c5e396b-6834-40dc-852d-31d4f963d80a,USER__014,2024-11-01,Rent Payment,2BHK Flat Deposit,Airbnb,2703.78,14.09,55.33,854,Debit Card,Successful,MERCH_0322,Android,Urban,32.61444
3765,85ab37ea-4d9b-49cc-a8ed-610b1b87c920,USER__162,2024-10-21,Online Shopping,Steel Toe Shoes,Amazon,9577.46,13.21,17.61,348,Bank Transfer,Successful,MERCH_0729,iOS,Urban,115.08803999999998
3766,582ccc85-52e6-445e-aa6d-96ec2999775e,USER__134,2024-11-15,Internet Bill,Business Internet Plan,BSNL Broadband,1404.73,12.96,55.56,967,Bank Transfer,Successful,MERCH_0019,Android,Urban,17.01228
3768,5613c2e9-e507-4aaf-a424-bbfa9b5620d6,USER__131,2024-09-09,Internet Bill,Fiber 100Mbps Plan,Hathway,7246.6,36.91,53.97,160,UPI,Successful,MERCH_0038,iOS,Urban,87.40212000000001
3769,eb85f027-0df9-491e-a29c-a50d91d73db2,USER__028,2024-11-18,Electricity Bill,Industrial Bill,CESC,565.51,46.77,34.59,169,UPI,Successful,MERCH_0001,iOS,Urban,7.34736
3770,1e956f20-6266-49b6-be59-1c1fa2e49991,USER__064,2025-01-12,Online Shopping,Wireless Earbuds,Snapdeal,1600.0,4.3,73.49,557,Debit Card,Successful,MERCH_0422,iOS,Urban,19.2516
3771,c6d0f030-718d-4fbc-ac62-a3f0a86fa3e9,USER__084,2024-09-29,Flight Booking,Bangalore to Kolkata,Yatra,6452.03,33.72,53.16,97,Wallet Balance,Successful,MERCH_0241,Android,Urban,77.82900000000001
3772,06da2f9e-36e9-45fb-a12e-ef82bf78e317,USER__185,2025-01-01,Mobile Recharge,Postpaid Plan 599,Jio,7335.27,1.01,13.21,79,Wallet Balance,Successful,MERCH_0657,Android,Urban,88.03536000000001
3773,de5f5627-c174-4cfb-8c4f-edce9025c5e5,USER__023,2024-11-01,Education Fee,Python Programming Course,BYJU'S,5683.53,8.58,6.79,291,UPI,Successful,MERCH_0596,Web,Urban,68.30532
3774,1fa09cb9-384d-497b-8c5d-fbbc42f9595e,USER__098,2024-12-08,Gaming Credits,Battle Pass,PUBG Mobile,325.66,36.56,37.74,11,Credit Card,Successful,MERCH_0742,Web,Urban,4.346640000000001
3775,661b4b93-1b0c-4404-a50f-c5baf3640132,USER__131,2024-09-16,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,6975.77,43.32,34.51,626,Bank Transfer,Successful,MERCH_0035,iOS,Urban,84.22908000000001
3776,f166ec58-870f-4e14-b03a-dbca3ddc2007,USER__062,2024-11-08,Water Bill,Commercial Property,Bangalore Water Supply,4580.01,9.89,70.85,678,UPI,Successful,MERCH_0025,Android,Urban,55.07880000000001
3777,a710d2a3-99e1-46a8-80f8-c5ffdc7866bf,USER__109,2024-09-14,Water Bill,Industrial Use,Delhi Jal Board,8615.83,39.32,24.62,50,Wallet Balance,Successful,MERCH_0386,Web,Urban,103.8618
3778,e6378c4b-9b20-4fab-b875-e624320acfc5,USER__167,2024-11-26,Bus Ticket,Sleeper Class,Paytm Bus,3197.25,37.58,69.59,656,UPI,Successful,MERCH_0898,Android,Rural,38.81796
3779,16dc7be2-4b52-41a6-8bed-7a43cf15ab30,USER__027,2024-12-08,Gas Bill,Industrial Gas Supply,Bharat Gas,95.13,33.53,33.48,929,Credit Card,Successful,MERCH_0721,Android,Urban,1.54392
3780,d2d9d393-7c46-4afd-9951-f2e99a524be5,USER__063,2024-11-06,Gas Bill,Domestic LPG Cylinder,Gujarat Gas,2916.13,18.15,91.02,998,Wallet Balance,Successful,MERCH_0944,iOS,Urban,35.211360000000006
3781,7842f1c8-f7bc-4577-8053-d1f48b74751c,USER__141,2024-09-09,Food Delivery,Vegetable Biryani,Domino's,3876.27,14.58,75.95,533,Credit Card,Successful,MERCH_0404,Android,Urban,46.6902
3782,8b95095c-472d-4d99-b68e-b2c2b55d6cac,USER__194,2024-10-26,Taxi Fare,Share Ride,Rapido,9269.83,23.63,7.14,760,Wallet Balance,Successful,MERCH_0418,iOS,Urban,111.52152
3783,047f92b5-3f52-4d71-8612-dacd49f181d5,USER__061,2024-12-27,Internet Bill,4G Unlimited Plan,ACT Fibernet,7985.52,40.66,53.89,142,UPI,Successful,MERCH_0221,Web,Urban,96.31416
3784,07113d6c-ec50-499e-9aab-6c5abfaf49c8,USER__119,2024-11-04,Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,396.23,10.43,28.41,255,UPI,Successful,MERCH_0367,Android,Urban,4.87992
3785,fcd455c9-00f2-427e-8b61-95a47611eaab,USER__027,2024-09-13,Hotel Booking,Villa,Fab Hotels,1570.09,35.67,3.46,491,Bank Transfer,Successful,MERCH_0641,Web,Urban,19.26912
3786,b168dfd4-c6a4-4ff4-9dee-084aaa7cc71c,USER__124,2024-10-29,Streaming Service,Student Offer,Amazon Prime,5877.3,14.01,0.96,704,Bank Transfer,Successful,MERCH_0661,Web,Urban,70.69572000000001
3787,0a9473cc-dc36-4d12-b362-d3f2bb4be61f,USER__081,2024-09-15,Mobile Recharge,Family Plan 999,Idea,7192.54,8.74,42.19,220,UPI,Successful,MERCH_0899,iOS,Urban,86.41535999999999
3788,2b3e513f-be23-420d-aed9-4568e021a966,USER__183,2024-11-05,Streaming Service,Premium Plan,Netflix,5443.61,9.07,75.6,891,Wallet Balance,Successful,MERCH_0021,Android,Urban,65.43216
3789,ed17347b-35c2-4bcd-bb0a-56f977b5c462,USER__046,2024-12-11,Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,5666.85,37.5,25.78,399,Credit Card,Successful,MERCH_0194,Web,Rural,68.4522
3790,c1433a96-7031-4956-ae1a-ef7e2bd8ebdf,USER__022,2024-10-16,Gas Bill,Piped Natural Gas,Bharat Gas,5370.4,46.76,58.04,697,Credit Card,Successful,MERCH_0284,iOS,Urban,65.00592
3791,d47a9907-cd9c-4cc0-9b9f-fbb54e6a569f,USER__032,2025-01-11,Internet Bill,Business Internet Plan,Hathway,4968.01,5.97,3.93,691,Debit Card,Successful,MERCH_0538,Web,Urban,59.687760000000004
3792,0e19aa1f-b7d9-4b5e-803f-32a9f9d25d23,USER__087,2024-09-08,Water Bill,Commercial Property,Delhi Jal Board,7151.22,34.26,78.33,368,Wallet Balance,Successful,MERCH_0376,Android,Urban,86.22576000000001
3793,4ef09083-a13f-433a-a7f5-8ae5b6554cdc,USER__159,2024-10-07,Gaming Credits,Premium Skin,Free Fire,7065.83,26.7,64.32,468,Wallet Balance,Successful,MERCH_0384,iOS,Urban,85.11036
3794,275ab40f-1b29-4773-8d57-63043f9c8601,USER__175,2024-10-13,Water Bill,Industrial Use,Bangalore Water Supply,5700.13,33.27,6.7,557,Credit Card,Successful,MERCH_0865,Android,Urban,68.80080000000001
3795,113347cc-0890-435f-8071-f8a0253d63b0,USER__126,2024-11-28,Movie Ticket,PK,Carnival Cinemas,6943.34,49.8,64.44,744,Debit Card,Successful,MERCH_0951,Android,Urban,83.91768
3796,fb2031b9-7047-4856-9bfd-d1d45fd4d36a,USER__158,2024-11-26,Internet Bill,Student Special Plan,BSNL Broadband,5639.88,22.1,13.5,92,Bank Transfer,Successful,MERCH_0023,Android,Suburban,67.94376000000001
3797,c94cb109-3acf-4bcd-8dcd-70b4445412ff,USER__039,2024-10-16,Taxi Fare,Airport Transfer,Jugnoo,7630.02,32.2,66.55,893,UPI,Successful,MERCH_0873,Android,Urban,91.94664
3798,d5599d0c-7e98-4e77-bae7-877f9e49343e,USER__068,2024-09-09,Gas Bill,Commercial Gas Connection,Mahanagar Gas,6750.86,28.58,19.34,848,Bank Transfer,Successful,MERCH_0992,Android,Urban,81.35328
3799,61201d4d-3310-4630-91b8-fac6c1c66e7b,USER__149,2024-09-24,Hotel Booking,Service Apartment,Treebo,5619.74,31.18,82.08,400,Bank Transfer,Successful,MERCH_0572,iOS,Urban,67.81104
3800,4a93784d-93ae-4b8f-81a9-7045b6538e59,USER__004,2024-09-22,Water Bill,Industrial Use,Delhi Jal Board,7839.39,40.79,79.77,995,UPI,Successful,MERCH_0184,iOS,Urban,94.56216
3801,c7e9e5f5-32d5-4e03-9819-5a10f9deba41,USER__102,2024-12-12,Electricity Bill,Temporary Connection Bill,CESC,4383.88,45.9,93.68,603,UPI,Successful,MERCH_0950,Android,Urban,53.15736
3802,0a54a002-3933-4c3b-b9c6-fa0c01d3dc6e,USER__190,2025-01-07,Food Delivery,Masala Dosa,Zomato,8247.91,5.49,87.38,670,Debit Card,Successful,MERCH_0068,Android,Suburban,99.0408
3803,1e7cf043-4c5f-46a3-a1a8-a9a704206fac,USER__036,2024-11-08,Water Bill,Residential Connection,Bangalore Water Supply,3843.43,46.1,85.99,784,Bank Transfer,Successful,MERCH_0488,Android,Urban,46.67436
3804,97d4ed84-e6f3-4e7d-9ecc-a20c1329b8a0,USER__125,2025-01-08,Online Shopping,Fitness Tracker,Amazon,9196.94,44.7,21.15,896,UPI,Successful,MERCH_0791,iOS,Suburban,110.89968000000002
3805,ef72d2b6-3546-49ad-8910-e3044b6bb54a,USER__018,2024-10-15,Education Fee,IELTS Training,Coursera,6198.02,27.58,30.02,392,UPI,Successful,MERCH_0120,Android,Urban,74.7072
3806,c884bd80-e914-4041-af18-dc30b3713696,USER__023,2024-10-14,Electricity Bill,Commercial Bill,CESC,2359.03,20.89,5.92,969,Credit Card,Successful,MERCH_0440,Android,Urban,28.559040000000003
3807,7b02d8bb-aa5c-46b9-9208-84f03d6af89f,USER__165,2024-10-25,Hotel Booking,Service Apartment,Treebo,352.2,13.7,71.56,301,Bank Transfer,Successful,MERCH_0861,iOS,Urban,4.3908
3808,8186c4d3-947c-4ea4-820c-912f3a80f4fc,USER__038,2024-10-23,Water Bill,Commercial Property,Chennai Metro Water,3432.25,17.29,61.45,436,Credit Card,Successful,MERCH_0598,iOS,Urban,41.39448
3809,34fa18fd-7371-4636-9074-9c6ffa09be27,USER__137,2024-10-26,Streaming Service,Premium Plan,SonyLIV,1903.29,16.21,22.13,44,Credit Card,Successful,MERCH_0054,Android,Urban,23.034
3810,e190181a-f489-43af-b961-9ca5389e65c0,USER__059,2025-01-06,Taxi Fare,Airport Transfer,Uber,9303.77,13.14,3.69,795,Bank Transfer,Successful,MERCH_0296,Android,Rural,111.80292
3811,2d28c20b-cbc0-4ab0-b29a-97edb378df11,USER__115,2024-11-24,Hotel Booking,Dormitory Bed,Fab Hotels,3294.33,16.67,82.9,738,Debit Card,Successful,MERCH_0726,Android,Urban,39.732
3812,d7888778-0744-489e-9644-6ec7fee40083,USER__108,2024-10-06,Loan Repayment,Education Loan EMI,Axis Bank,1199.89,42.9,91.03,786,UPI,Successful,MERCH_0255,Android,Suburban,14.913480000000003
3813,566bee18-bd7d-4efe-96a6-a04947ac15a7,USER__026,2024-12-30,Movie Ticket,PK,SPI Cinemas,7568.53,26.42,88.89,466,Bank Transfer,Successful,MERCH_0052,Android,Suburban,91.1394
3814,bbdb3b89-4701-48b6-beca-77c3b62546bf,USER__130,2024-10-09,Loan Repayment,Business Loan Repayment,Axis Bank,9152.26,13.22,50.56,28,Credit Card,Successful,MERCH_0203,Android,Urban,109.98576
3815,f051580b-078f-4dce-a17e-29d9d3887dce,USER__159,2024-12-28,Gas Bill,Auto LPG,Mahanagar Gas,9257.38,1.88,34.4,179,Wallet Balance,Successful,MERCH_0316,Android,Urban,111.11111999999999
3816,f921960d-a579-4422-b3a5-d9c76109f378,USER__109,2024-11-04,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,818.6,42.0,40.57,728,Wallet Balance,Successful,MERCH_0030,Android,Suburban,10.327200000000001
3817,ba3b2737-6b93-4c1a-a8a0-ca279cc23b0f,USER__146,2024-12-17,Electricity Bill,Commercial Bill,BSES,4064.46,13.79,18.5,414,Debit Card,Successful,MERCH_0417,Android,Urban,48.939
3818,e017ace5-fe34-4346-8587-0c567f25080a,USER__047,2024-09-15,Water Bill,Industrial Use,Mumbai Water,651.28,22.41,94.39,234,Bank Transfer,Successful,MERCH_0067,Android,Rural,8.08428
3819,cdec0654-f6ba-4a7e-bae5-b538dc403139,USER__128,2024-12-19,Mobile Recharge,Data Pack 50GB,Jio,6970.85,38.88,43.73,790,Debit Card,Successful,MERCH_0277,Android,Urban,84.11676000000001
3820,a9e4a49c-8e11-4bb1-af3d-45b1f4c5f00e,USER__075,2024-11-21,Grocery Shopping,Whole Wheat Atta,Grofers,6475.62,11.39,27.96,835,Wallet Balance,Successful,MERCH_0377,Web,Urban,77.84412
3821,be3ebc51-dd61-427a-9406-04c204c37ea7,USER__128,2024-10-25,Movie Ticket,Baahubali 2,Carnival Cinemas,841.88,31.77,27.2,113,Bank Transfer,Successful,MERCH_0766,Android,Suburban,10.4838
3822,cb65b473-36fb-4751-b881-3c800b004d2d,USER__121,2024-12-07,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,6618.8,29.95,67.69,986,Debit Card,Successful,MERCH_0405,Android,Urban,79.785
3823,8355074f-0a3b-472a-af75-5ecfd963bdbf,USER__052,2024-11-29,Insurance Premium,Health Insurance,HDFC Life,8460.54,5.74,44.83,647,UPI,Successful,MERCH_0580,Android,Suburban,101.59536000000001
3824,3d78ebed-ec4a-4aed-b2ab-fad7d804dc06,USER__187,2024-12-22,Bus Ticket,Semi-Sleeper,AbhiBus,2396.13,19.24,36.08,948,Credit Card,Successful,MERCH_0181,Android,Urban,28.98444
3825,a2861125-588a-4285-90b9-487c24abb2d1,USER__071,2024-12-31,Movie Ticket,Avengers: Endgame,INOX,6665.29,3.99,55.15,275,Credit Card,Successful,MERCH_0539,Android,Urban,80.03135999999999
3826,35fd9c04-4337-4f70-b11f-6ffda57c8ba3,USER__081,2025-01-08,Movie Ticket,Dangal,Carnival Cinemas,4846.33,18.52,28.48,543,Debit Card,Successful,MERCH_0174,Android,Urban,58.37820000000001
3827,6b050c1f-bb8a-4a56-bcc4-a8d48a505898,USER__140,2024-10-29,Hotel Booking,Service Apartment,Airbnb,4345.77,22.4,25.48,905,Wallet Balance,Successful,MERCH_0168,iOS,Urban,52.418040000000005
3828,5c9bf544-917b-4b7b-8512-b823246ee597,USER__107,2024-11-09,Gas Bill,Auto LPG,Adani Gas,712.6,32.94,37.18,435,UPI,Successful,MERCH_0571,Web,Suburban,8.94648
3829,3c0400a4-7854-4dac-89c9-497805ce0da2,USER__068,2024-11-03,Food Delivery,Butter Chicken,Zomato,7489.64,15.39,76.91,181,Wallet Balance,Successful,MERCH_0381,Android,Urban,90.06036
3830,02791d78-28eb-4288-a4ce-c1e392ea1f3d,USER__073,2024-12-04,Taxi Fare,Airport Transfer,Rapido,1545.46,28.17,69.48,828,Bank Transfer,Successful,MERCH_0825,Android,Urban,18.883560000000003
3831,5fe20b58-e0cc-4df3-9948-770969cca0f0,USER__037,2024-10-24,Insurance Premium,Motor Insurance,Max Life,41.21,31.82,32.68,806,Wallet Balance,Successful,MERCH_0951,Android,Suburban,0.87636
3832,0cd126e8-d3e0-4f03-bb4e-f1f881df1ac6,USER__123,2024-11-28,Gaming Credits,Premium Skin,PUBG Mobile,1401.39,48.98,74.53,348,Credit Card,Successful,MERCH_0510,Android,Suburban,17.40444
3833,ce89bd01-a896-44ba-8ce3-7522722830b8,USER__062,2024-09-10,Gas Bill,Industrial Gas Supply,Bharat Gas,4479.64,24.76,58.92,441,Bank Transfer,Successful,MERCH_0656,Android,Suburban,54.052800000000005
3834,baac8ef5-8bfd-40c1-9515-23f0525e2c41,USER__190,2024-10-14,Bus Ticket,AC Seater,RedBus,4365.13,1.21,5.83,660,Debit Card,Successful,MERCH_0152,iOS,Urban,52.396080000000005
3835,597bba18-46be-469f-af1f-2d3b730c5e7d,USER__180,2024-09-13,Gift Card,Rs. 5000 Luxury Card,Flipkart,3109.27,41.21,67.02,518,UPI,Successful,MERCH_0575,Android,Urban,37.80576
3836,f3d2805c-c7e1-48a1-9987-3aa987bab1c8,USER__182,2024-11-17,Bus Ticket,Sleeper Class,RedBus,1610.93,17.76,76.96,735,UPI,Successful,MERCH_0557,Android,Urban,19.54428
3837,b54f1a05-3b49-4856-a9f0-a104fa124c2d,USER__133,2024-09-02,Food Delivery,Vegetable Biryani,Foodpanda,7122.0,26.27,69.32,328,Credit Card,Successful,MERCH_0681,iOS,Urban,85.77924
3838,9fe76169-4272-4a1e-ab36-9e50f3859adb,USER__128,2024-09-23,Online Shopping,Steel Toe Shoes,Amazon,1069.99,9.19,2.79,675,Bank Transfer,Successful,MERCH_0749,iOS,Rural,12.95016
3839,43e3238e-7881-46dd-bf4a-6c139ac2fb8d,USER__073,2024-11-13,Water Bill,Tanker Supply,Mumbai Water,1676.46,2.64,54.66,837,Credit Card,Successful,MERCH_0507,iOS,Urban,20.1492
3840,71bf3572-3f57-474b-b1e7-02033b3d578f,USER__076,2024-11-10,Bus Ticket,Volvo Multi-Axle,Goibibo,8416.09,20.67,96.69,243,Bank Transfer,Successful,MERCH_0552,Android,Urban,101.24112000000001
3841,c3f93163-6ba1-400c-abec-f5fa71daf878,USER__196,2024-12-19,Taxi Fare,City Ride,Rapido,2424.38,11.16,73.03,704,Wallet Balance,Successful,MERCH_0578,Android,Urban,29.22648
3842,63e1ccdb-80cf-42f7-9f82-f46ec219c1ab,USER__105,2024-10-10,Rent Payment,Commercial Space Rent,NoBroker,1639.77,31.89,54.85,459,Wallet Balance,Successful,MERCH_0177,iOS,Urban,20.05992
3843,0fb62864-cc3d-4680-95f9-842c739398b7,USER__007,2024-09-20,Mobile Recharge,Prepaid Plan 399,Airtel,7244.35,34.13,75.99,352,Credit Card,Successful,MERCH_0790,Android,Urban,87.34176000000001
3844,0491e428-e478-4bfc-84c0-8a937d0ff0dc,USER__062,2024-09-06,Water Bill,Commercial Property,Hyderabad Water Board,302.88,19.93,60.31,263,Credit Card,Successful,MERCH_0022,iOS,Urban,3.87372
3845,7cc0e519-6d67-4aa4-ac3c-7637bd83683d,USER__008,2024-09-09,Taxi Fare,Rental Package,Jugnoo,1422.18,12.09,63.56,67,Bank Transfer,Successful,MERCH_0043,iOS,Urban,17.21124
3846,fc729a0e-483f-42b0-9bc1-9ba41635622d,USER__030,2024-11-25,Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,5810.65,36.46,89.94,581,Bank Transfer,Successful,MERCH_0917,iOS,Urban,70.16532
3847,da2c3637-bf00-47fa-8777-9608e04d80ad,USER__136,2024-10-22,Water Bill,Residential Connection,Mumbai Water,4771.31,39.31,47.02,488,Wallet Balance,Successful,MERCH_0142,Android,Suburban,57.72744000000001
3848,b028b012-b765-4a89-af90-98e0130d5599,USER__075,2024-10-12,Insurance Premium,Home Insurance,Max Life,8853.32,20.12,78.7,878,UPI,Successful,MERCH_0916,Android,Urban,106.48128000000001
3849,dc18b036-24e9-4b17-9cac-68e8bd0da236,USER__109,2024-10-30,Food Delivery,Butter Chicken,Foodpanda,7156.55,12.88,96.73,704,UPI,Successful,MERCH_0924,Android,Urban,86.03316000000001
3850,c4d8e98e-4dbd-4ab0-ada6-a7b98f2868a6,USER__148,2024-11-15,Electricity Bill,Temporary Connection Bill,BSES,264.54,1.23,14.81,463,Bank Transfer,Successful,MERCH_0728,Android,Urban,3.1892400000000007
3851,967bd566-f56b-4089-ac30-a7c8a673e568,USER__176,2024-10-04,Rent Payment,Commercial Space Rent,Housing.com,3743.95,8.0,12.84,454,Debit Card,Successful,MERCH_0247,Android,Urban,45.023399999999995
3852,cafe48d2-de48-4001-8464-4fb8e6b1edb4,USER__110,2024-12-25,Loan Repayment,Business Loan Repayment,Bajaj Finserv,1378.38,47.86,74.95,788,UPI,Successful,MERCH_0522,iOS,Urban,17.11488
3853,54edb081-6b96-4ca2-983a-e3e00fd5f889,USER__061,2024-09-20,Streaming Service,Student Offer,Netflix,334.14,40.83,60.78,990,Debit Card,Successful,MERCH_0552,Android,Urban,4.499639999999999
3855,e2b5d1b5-ccdc-4a8e-86ae-37da37cee840,USER__034,2024-11-26,Hotel Booking,Suite,OYO Rooms,2207.32,7.33,74.94,421,Wallet Balance,Successful,MERCH_0319,iOS,Rural,26.5758
3856,0e150396-f06a-42c2-9ca8-52ef7ecf5c8f,USER__041,2024-12-25,Gas Bill,Industrial Gas Supply,Bharat Gas,1161.77,12.49,21.32,407,Debit Card,Successful,MERCH_0236,iOS,Suburban,14.09112
3857,8b6ad284-678e-4cf1-beb6-16f0b15ed6b4,USER__036,2024-10-15,Streaming Service,Family Subscription,SonyLIV,3649.6,40.22,76.76,280,Debit Card,Successful,MERCH_0025,Android,Urban,44.27784
3858,7d23fd49-72f1-4407-a27f-6d3f80c6ba37,USER__081,2024-10-05,Mobile Recharge,Family Plan 999,Airtel,7490.86,39.57,39.13,555,Credit Card,Successful,MERCH_0409,Android,Urban,90.36515999999999
3859,83dc4fbe-f1d1-4e1f-99e3-64466c470e94,USER__133,2025-01-11,Rent Payment,Co-working Space,Housing.com,2099.85,15.1,66.08,674,Credit Card,Successful,MERCH_0250,iOS,Urban,25.379399999999997
3860,d0038eab-be99-4ee3-91c5-f88beae93f22,USER__006,2024-12-31,Bus Ticket,AC Seater,RedBus,1361.64,24.17,44.07,343,Bank Transfer,Successful,MERCH_0058,iOS,Urban,16.629720000000002
3861,36755ed6-491c-4edb-8c54-ce848d3b6d4e,USER__037,2024-11-19,Internet Bill,Student Special Plan,BSNL Broadband,6210.88,8.61,3.11,774,Credit Card,Successful,MERCH_0583,iOS,Urban,74.63388
